2020-10-09 09:14:01.364 febs [main] INFO  c.z.p.ProblemToolApplication - Starting ProblemToolApplication on DESKTOP-3C6A88J with PID 2820 (D:\zkcm\workSource\problemtool_server\backend\target\classes started by lastday in D:\zkcm\workSource\problemtool_server\backend)
2020-10-09 09:14:13.737 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: updateUsingPUT_1
2020-10-09 09:14:13.746 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryListUsingGET_6
2020-10-09 09:14:13.764 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryListUsingGET_7
2020-10-09 09:14:13.775 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: createBookInfoUsingPOST_3
2020-10-09 09:14:13.777 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: deleteBookInfosUsingDELETE_3
2020-10-09 09:14:13.780 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryBookLanguageByIdUsingGET_2
2020-10-09 09:14:13.783 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryBookLanguagesUsingGET_2
2020-10-09 09:14:13.785 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryListUsingGET_8
2020-10-09 09:14:13.787 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: updateBookInfoUsingPUT_3
2020-10-09 09:14:13.797 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_4
2020-10-09 09:14:13.806 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: createBookInfoUsingPOST_4
2020-10-09 09:14:13.808 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: deleteBookInfosUsingDELETE_4
2020-10-09 09:14:13.810 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryBookLanguageByIdUsingGET_3
2020-10-09 09:14:13.813 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryBookLanguagesUsingGET_3
2020-10-09 09:14:13.815 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryListUsingGET_9
2020-10-09 09:14:13.817 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: updateBookInfoUsingPUT_4
2020-10-09 09:14:13.836 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_5
2020-10-09 09:14:13.863 febs [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Will start Quartz Scheduler [MyScheduler] in 1 seconds
2020-10-09 09:14:13.875 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9090"]
2020-10-09 09:14:13.887 febs [scheduling-1] INFO  c.z.p.common.task.CacheTask - delete expired user
2020-10-09 09:14:13.895 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9090 (http) with context path ''
2020-10-09 09:14:13.896 febs [main] INFO  c.z.p.ProblemToolApplication - Started ProblemToolApplication in 13.018 seconds (JVM running for 13.969)
2020-10-09 09:14:13.903 febs [main] INFO  c.z.p.common.runner.CacheInitRunner - Redis连接中 ······
2020-10-09 09:14:13.904 febs [main] INFO  c.z.p.common.runner.CacheInitRunner - 缓存初始化 ······
2020-10-09 09:14:13.904 febs [main] INFO  c.z.p.common.runner.CacheInitRunner - 缓存用户数据 ······
2020-10-09 09:14:13.928 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,description,password,modify_time,email,ssex,mobile,dept_id,avatar,auth_dept_id,last_login_time,create_time,extra_dept_ids,status,username FROM t_user;
2020-10-09 09:14:13.932 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 2 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'mrbird' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2020-10-09 09:14:13.966 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 1 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'mrbird';
2020-10-09 09:14:13.978 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 2 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'mrbird' and m.perms is not null and m.perms <> '';
2020-10-09 09:14:13.988 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,layout,color,multi_page,fix_siderbar,fix_header,theme FROM t_user_config WHERE USER_ID='1' ;
2020-10-09 09:14:13.992 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'scott' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2020-10-09 09:14:13.995 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 1 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'scott';
2020-10-09 09:14:13.998 febs [main] INFO  p6spy - 2020-10-09 09:14:13 | 耗时 2 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'scott' and m.perms is not null and m.perms <> '';
2020-10-09 09:14:14.001 febs [main] INFO  p6spy - 2020-10-09 09:14:14 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,layout,color,multi_page,fix_siderbar,fix_header,theme FROM t_user_config WHERE USER_ID='2' ;
2020-10-09 09:14:14.004 febs [main] INFO  p6spy - 2020-10-09 09:14:14 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'jack' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2020-10-09 09:14:14.006 febs [main] INFO  p6spy - 2020-10-09 09:14:14 | 耗时 1 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'jack';
2020-10-09 09:14:14.009 febs [main] INFO  p6spy - 2020-10-09 09:14:14 | 耗时 1 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'jack' and m.perms is not null and m.perms <> '';
2020-10-09 09:14:14.012 febs [main] INFO  p6spy - 2020-10-09 09:14:14 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,layout,color,multi_page,fix_siderbar,fix_header,theme FROM t_user_config WHERE USER_ID='12' ;
2020-10-09 09:14:14.013 febs [main] INFO  c.z.p.common.runner.StartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2020-10-09 09:14:14.013 febs [main] INFO  c.z.p.common.runner.StartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2020-10-09 09:14:14.013 febs [main] INFO  c.z.p.common.runner.StartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2020-10-09 09:14:14.013 febs [main] INFO  c.z.p.common.runner.StartedUpRunner -                                                       
2020-10-09 09:14:14.013 febs [main] INFO  c.z.p.common.runner.StartedUpRunner - FEBS 启动完毕，时间：2020-10-09T09:14:14.013
2020-10-09 09:14:14.843 febs [RMI TCP Connection(3)-127.0.0.1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-10-09 09:14:14.843 febs [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-10-09 09:14:14.844 febs [RMI TCP Connection(2)-127.0.0.1] INFO  p6spy - 2020-10-09 09:14:14 | 耗时 1 ms | SQL 语句：
select 1;
2020-10-09 09:14:14.856 febs [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 13 ms
2020-10-09 09:14:14.884 febs [Quartz Scheduler [MyScheduler]] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now, after delay of 1 seconds
2020-10-09 09:14:14.956 febs [Quartz Scheduler [MyScheduler]] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:14:14.956 febs [Quartz Scheduler [MyScheduler]] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:14:14.996 febs [Quartz Scheduler [MyScheduler]] INFO  p6spy - 
2020-10-09 09:14:14.997 febs [Quartz Scheduler [MyScheduler]] INFO  org.quartz.core.QuartzScheduler - Scheduler MyScheduler_$_DESKTOP-3C6A88J1602206050057 started.
2020-10-09 09:14:15.001 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:14:15.004 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:14:28.097 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:14:30.869 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:14:30.875 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:14:30.875 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:14:30.926 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:14:30.932 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:14:39.002 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:14:45.836 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:14:45.844 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:14:45.844 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:14:45.882 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:14:45.890 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:14:51.003 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:15:00.817 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:00.823 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:15:00.824 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:15:00.916 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:00.924 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:15:03.009 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:15:15.008 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:15:15.821 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:15.825 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:15:15.825 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:15:15.896 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:15.907 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:15:27.008 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:15:30.821 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:30.825 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:15:30.825 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:15:30.878 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:30.886 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:15:39.007 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:15:45.831 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:15:45.834 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:15:45.834 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
